rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
128,JULIAN DEAN,CREDIT AGRICOLE,,,2006,3657,21,335403,12576,time
129,PATRICK CALCAGNI,LIQUIGAS,,,2006,3657,21,335578,12751,time
130,ARNAUD COYOT,COFIDIS CREDIT PAR TELEPHONE,,,2006,3657,21,335704,12877,time
131,CHRISTOPHE MENGIN,FRANCAISE DES JEUX,,,2006,3657,21,335722,12895,time
132,KJELL CARLSTRÖM,LIQUIGAS,,,2006,3657,21,335723,12896,time
133,FILIPPO POZZATO,QUICK STEP - INNERGETIC,,,2006,3657,21,335796,12969,time
134,CÉDRIC COUTOULY,AGRITUBEL,,,2006,3657,21,335910,13083,time
135,PETER WROLICH,GEROLSTEINER,,,2006,3657,21,335930,13103,time
136,AITOR HERNANDEZ,EUSKALTEL - EUSKADI,,,2006,3657,21,336586,13759,time
137,GERT STEEGMANS,DAVITAMON - LOTTO,,,2006,3657,21,337126,14299,time
138,JIMMY CASPER,COFIDIS CREDIT PAR TELEPHONE,,,2006,3657,21,337175,14348,time
139,WIM VANSEVENANT,DAVITAMON - LOTTO,,,2006,3657,21,337291,14464,time
1,ALBERTO CONTADOR,DISCOVERY CHANNEL TEAM,,,2007,3570,21,327626,0,time
2,CADEL EVANS,PREDICTOR - LOTTO,,,2007,3570,21,327649,23,time
4,CARLOS SASTRE,TEAM CSC,,,2007,3570,21,328054,428,time
5,HAIMAR ZUBELDIA,EUSKALTEL - EUSKADI,,,2007,3570,21,328123,497,time
6,ALEJANDRO VALVERDE,CAISSE D'EPARGNE,,,2007,3570,21,328323,697,time
7,KIM KIRCHEN,T-MOBILE TEAM,,,2007,3570,21,328364,738,time
8,YAROSLAV POPOVYCH,DISCOVERY CHANNEL TEAM,,,2007,3570,21,328371,745,time
9,MIKEL ASTARLOZA,EUSKALTEL - EUSKADI,,,2007,3570,21,328480,854,time
10,OSCAR PEREIRO SIO,CAISSE D'EPARGNE,,,2007,3570,21,328491,865,time
11,JUAN MAURICIO SOLER HERNANDEZ,BARLOWORLD,,,2007,3570,21,328637,1011,time
12,MICHAEL BOOGERD,RABOBANK,,,2007,3570,21,328901,1275,time
13,DAVID ARROYO DURAN,CAISSE D'EPARGNE,,,2007,3570,21,328935,1309,time
14,VLADIMIR KARPETS,CAISSE D'EPARGNE,,,2007,3570,21,329081,1455,time
15,CHRISTOPHER HORNER,PREDICTOR - LOTTO,,,2007,3570,21,329145,1519,time
16,IBAN MAYO,SAUNIER DUVAL - PRODIR,,,2007,3570,21,329255,1629,time
17,FRANK SCHLECK,TEAM CSC,,,2007,3570,21,329534,1908,time
18,MANUEL BELTRAN,LIQUIGAS,,,2007,3570,21,329680,2054,time
19,TADEJ VALJAVEC,LAMPRE-FONDITAL,,,2007,3570,21,329854,2228,time
20,JUAN JOSE COBO ACEBO,SAUNIER DUVAL - PRODIR,,,2007,3570,21,329860,2234,time
21,JUAN MANUEL GARATE,QUICK STEP - INNERGETIC,,,2007,3570,21,329922,2296,time
22,JOSÉ IVAN GUTIERREZ PALACIOS,CAISSE D'EPARGNE,,,2007,3570,21,330368,2742,time
23,AMETS TXURRUKA ANSOLA,EUSKALTEL - EUSKADI,,,2007,3570,21,330600,2974,time
24,GEORGE HINCAPIE,DISCOVERY CHANNEL TEAM,,,2007,3570,21,330916,3290,time
25,CHRISTIAN VANDE VELDE,TEAM CSC,,,2007,3570,21,330976,3350,time
26,DMITRIY FOFONOV,CREDIT AGRICOLE,,,2007,3570,21,331009,3383,time
27,STEPHANE GOUBERT,AG2R PREVOYANCE,,,2007,3570,21,331616,3990,time
28,JENS VOIGT,TEAM CSC,,,2007,3570,21,331728,4102,time
29,PATXI VILA ERRANDONEA,LAMPRE-FONDITAL,,,2007,3570,21,331803,4177,time
30,PATRICE HALGAND,CREDIT AGRICOLE,,,2007,3570,21,331991,4365,time
31,BERNHARD KOHL,GEROLSTEINER,,,2007,3570,21,332033,4407,time
32,KANSTANTSIN SIUTSOU,BARLOWORLD,,,2007,3570,21,332142,4516,time
33,ALEXANDRE BOTCHAROV,CREDIT AGRICOLE,,,2007,3570,21,332571,4945,time
34,MARKUS FOTHEN,GEROLSTEINER,,,2007,3570,21,333038,5412,time
35,THOMAS DEKKER,RABOBANK,,,2007,3570,21,333060,5434,time
36,LINUS GERDEMANN,T-MOBILE TEAM,,,2007,3570,21,333073,5447,time
37,CHRISTOPHE MOREAU,AG2R PREVOYANCE,,,2007,3570,21,333212,5586,time
38,VLADIMIR GUSEV,DISCOVERY CHANNEL TEAM,,,2007,3570,21,333256,5630,time
39,MOISES DUENAS NEVADA,AGRITUBEL,,,2007,3570,21,333419,5793,time
40,BRAM TANKINK,QUICK STEP - INNERGETIC,,,2007,3570,21,333430,5804,time
41,MARZIO BRUSEGHIN,LAMPRE-FONDITAL,,,2007,3570,21,333430,5804,time
42,CARLOS BARREDO,QUICK STEP - INNERGETIC,,,2007,3570,21,333432,5806,time
43,INIGO LANDALUZE,EUSKALTEL - EUSKADI,,,2007,3570,21,333436,5810,time
44,LUDOVIC TURPIN,AG2R PREVOYANCE,,,2007,3570,21,333920,6294,time
45,CHARLES WEGELIUS,LIQUIGAS,,,2007,3570,21,334011,6385,time
46,XAVIER FLORENCIO,BOUYGUES TELECOM,,,2007,3570,21,334365,6739,time
47,CHRISTIAN KNEES,TEAM MILRAM,,,2007,3570,21,334429,6803,time
48,GORKA VERDUGO,EUSKALTEL - EUSKADI,,,2007,3570,21,334438,6812,time
49,DAVID DE LA FUENTE,SAUNIER DUVAL - PRODIR,,,2007,3570,21,334516,6890,time
50,RUBEN PEREZ MORENO,EUSKALTEL - EUSKADI,,,2007,3570,21,334601,6975,time
51,INIGO CUESTA,TEAM CSC,,,2007,3570,21,334751,7125,time
52,JOSÉ LUIS ARRIETA,AG2R PREVOYANCE,,,2007,3570,21,334833,7207,time
53,IKER CAMANO,SAUNIER DUVAL - PRODIR,,,2007,3570,21,335143,7517,time
54,JOHN GADRET,AG2R PREVOYANCE,,,2007,3570,21,335236,7610,time
55,CÉDRIC VASSEUR,QUICK STEP - INNERGETIC,,,2007,3570,21,335320,7694,time
56,DARIO DAVID CIONI,PREDICTOR - LOTTO,,,2007,3570,21,335468,7842,time
57,NICOLAS PORTAL,CAISSE D'EPARGNE,,,2007,3570,21,335740,8114,time
58,LAURENT LEFEVRE,BOUYGUES TELECOM,,,2007,3570,21,335743,8117,time
59,MICHAEL ALBASINI,LIQUIGAS,,,2007,3570,21,335941,8315,time
60,FABIAN WEGMANN,GEROLSTEINER,,,2007,3570,21,336002,8376,time
61,EGOI MARTINEZ,DISCOVERY CHANNEL TEAM,,,2007,3570,21,336042,8416,time
62,AXEL MERCKX,T-MOBILE TEAM,,,2007,3570,21,336086,8460,time
63,JOHAN VAN SUMMEREN,PREDICTOR - LOTTO,,,2007,3570,21,336143,8517,time
64,THOMAS LÖVKVIST,FRANCAISE DES JEUX,,,2007,3570,21,336196,8570,time
65,SERGIO MIGUEL MOREIRA PAULINHO,DISCOVERY CHANNEL TEAM,,,2007,3570,21,336237,8611,time
66,THOMAS VOECKLER,BOUYGUES TELECOM,,,2007,3570,21,336300,8674,time
67,KURT-ASLE ARVESEN,TEAM CSC,,,2007,3570,21,336302,8676,time
68,JÉRÔME PINEAU,BOUYGUES TELECOM,,,2007,3570,21,336325,8699,time
69,DAVID MILLAR,SAUNIER DUVAL - PRODIR,,,2007,3570,21,336753,9127,time
70,MARIO AERTS,PREDICTOR - LOTTO,,,2007,3570,21,336804,9178,time
71,SANDY CASAR,FRANCAISE DES JEUX,,,2007,3570,21,336852,9226,time
72,FRANCISCO PEREZ SANCHEZ,CAISSE D'EPARGNE,,,2007,3570,21,337071,9445,time
73,FREDERIK WILLEMS,LIQUIGAS,,,2007,3570,21,337076,9450,time
74,MARTIN ELMIGER,AG2R PREVOYANCE,,,2007,3570,21,337087,9461,time
75,DANIELE BENNATI,LAMPRE-FONDITAL,,,2007,3570,21,337136,9510,time
76,KJELL CARLSTRÖM,LIQUIGAS,,,2007,3570,21,337200,9574,time
77,CHRISTOPHE RINERO,SAUNIER DUVAL - PRODIR,,,2007,3570,21,337285,9659,time
78,ANDREY GRIVKO,TEAM MILRAM,,,2007,3570,21,337327,9701,time
79,ERIK ZABEL,TEAM MILRAM,,,2007,3570,21,337374,9748,time
80,JUAN MIGUEL MERCADO,AGRITUBEL,,,2007,3570,21,337493,9867,time
81,RONNY SCHOLZ,GEROLSTEINER,,,2007,3570,21,337505,9879,time
82,JORGE AZANZA SOTO,EUSKALTEL - EUSKADI,,,2007,3570,21,337856,10230,time
83,BENOÎT VAUGRENARD,FRANCAISE DES JEUX,,,2007,3570,21,337880,10254,time
84,PIERRICK FEDRIGO,BOUYGUES TELECOM,,,2007,3570,21,338048,10422,time
85,JUAN ANTONIO FLECHA GIANNONI,RABOBANK,,,2007,3570,21,338184,10558,time
86,GRISCHA NIERMANN,RABOBANK,,,2007,3570,21,338195,10569,time
87,STEFAN SCHUMACHER,GEROLSTEINER,,,2007,3570,21,338216,10590,time
88,ALESSANDRO BALLAN,LAMPRE-FONDITAL,,,2007,3570,21,338251,10625,time
89,ALIAKSANDR KUSCHYNSKI,LIQUIGAS,,,2007,3570,21,338352,10726,time
90,INAKI ISASI,EUSKALTEL - EUSKADI,,,2007,3570,21,338403,10777,time
91,VICENTE GARCIA ACOSTA,CAISSE D'EPARGNE,,,2007,3570,21,338464,10838,time
92,NICOLAS VOGONDY,AGRITUBEL,,,2007,3570,21,338476,10850,time
93,JOHANN TSCHOPP,BOUYGUES TELECOM,,,2007,3570,21,338865,11239,time
94,SIMON GERRANS,AG2R PREVOYANCE,,,2007,3570,21,338985,11359,time
95,PAOLO BOSSONI,LAMPRE-FONDITAL,,,2007,3570,21,339022,11396,time
96,DANIELE RIGHI,LAMPRE-FONDITAL,,,2007,3570,21,339061,11435,time
97,LILIAN JEGOU,FRANCAISE DES JEUX,,,2007,3570,21,339277,11651,time
98,ANTHONY GESLIN,BOUYGUES TELECOM,,,2007,3570,21,339281,11655,time
99,ALEXANDER EFIMKIN,BARLOWORLD,,,2007,3570,21,339285,11659,time
100,FABIAN CANCELLARA,TEAM CSC,,,2007,3570,21,339374,11748,time
101,MURILO ANTONIO FISCHER,LIQUIGAS,,,2007,3570,21,339394,11768,time
102,FREDDY BICHOT,AGRITUBEL,,,2007,3570,21,339444,11818,time
103,DAVID CAÑADA GRACIA,SAUNIER DUVAL - PRODIR,,,2007,3570,21,339465,11839,time
104,SÉBASTIEN ROSSELER,QUICK STEP - INNERGETIC,,,2007,3570,21,339531,11905,time
105,BERT GRABSCH,T-MOBILE TEAM,,,2007,3570,21,339624,11998,time
106,FÉLIX RAFEL CÁRDENAS RAVALO,BARLOWORLD,,,2007,3570,21,339624,11998,time
107,JULIAN DEAN,CREDIT AGRICOLE,,,2007,3570,21,339743,12117,time
108,MATTEO TOSATTO,QUICK STEP - INNERGETIC,,,2007,3570,21,339760,12134,time
109,WILLIAM BONNET,CREDIT AGRICOLE,,,2007,3570,21,339805,12179,time
110,LEIF HOSTE,PREDICTOR - LOTTO,,,2007,3570,21,339808,12182,time
111,GIANPAOLO CHEULA,BARLOWORLD,,,2007,3570,21,339817,12191,time
112,MATTHIEU LADAGNOUS,FRANCAISE DES JEUX,,,2007,3570,21,339823,12197,time
113,MANUEL QUINZIATO,LIQUIGAS,,,2007,3570,21,339848,12222,time
114,NICOLAS JALABERT,AGRITUBEL,,,2007,3570,21,339868,12242,time
115,BENJAMIN NOVAL GONZALEZ,DISCOVERY CHANNEL TEAM,,,2007,3570,21,339879,12253,time
116,RALF GRABSCH,TEAM MILRAM,,,2007,3570,21,339901,12275,time
117,MICKAEL DELAGE,FRANCAISE DES JEUX,,,2007,3570,21,339912,12286,time
118,ROBERT HUNTER,BARLOWORLD,,,2007,3570,21,339998,12372,time
119,TOM BOONEN,QUICK STEP - INNERGETIC,,,2007,3570,21,340005,12379,time
120,MARCEL SIEBERG,TEAM MILRAM,,,2007,3570,21,340034,12408,time
121,BERNHARD EISEL,T-MOBILE TEAM,,,2007,3570,21,340043,12417,time
122,ALESSANDRO CORTINOVIS,TEAM MILRAM,,,2007,3570,21,340050,12424,time
123,STEVEN DE JONGH,QUICK STEP - INNERGETIC,,,2007,3570,21,340091,12465,time
124,PAOLO LONGO BORGHINI,BARLOWORLD,,,2007,3570,21,340094,12468,time
125,BENOIT SALMON,AGRITUBEL,,,2007,3570,21,340165,12539,time
126,CLAUDIO CORIONI,LAMPRE-FONDITAL,,,2007,3570,21,340192,12566,time
127,MARCUS BURGHARDT,T-MOBILE TEAM,,,2007,3570,21,340203,12577,time
128,PIETER WEENING,RABOBANK,,,2007,3570,21,340335,12709,time
129,HEINRICH HAUSSLER,GEROLSTEINER,,,2007,3570,21,340376,12750,time
130,SÉBASTIEN CHAVANEL,FRANCAISE DES JEUX,,,2007,3570,21,340551,12925,time
131,ENRICO POITSCHKE,TEAM MILRAM,,,2007,3570,21,340554,12928,time
132,SÉBASTIEN HINAULT,CREDIT AGRICOLE,,,2007,3570,21,340563,12937,time
133,PETER WROLICH,GEROLSTEINER,,,2007,3570,21,340591,12965,time
134,BRAM DE GROOT,RABOBANK,,,2007,3570,21,340692,13066,time
135,ROBERT FÖRSTER,GEROLSTEINER,,,2007,3570,21,340836,13210,time
136,ANTHONY CHARTEAU,CREDIT AGRICOLE,,,2007,3570,21,340870,13244,time
137,SVEN KRAUSS,GEROLSTEINER,,,2007,3570,21,340877,13251,time
138,GERT STEEGMANS,QUICK STEP - INNERGETIC,,,2007,3570,21,340924,13298,time
139,THOR HUSHOVD,CREDIT AGRICOLE,,,2007,3570,21,340943,13317,time
140,GERAINT THOMAS,BARLOWORLD,,,2007,3570,21,341237,13611,time
141,WIM VANSEVENANT,PREDICTOR - LOTTO,,,2007,3570,21,341600,13974,time
1,CARLOS SASTRE,TEAM CSC SAXO BANK,,,2008,3559,21,316372,0,time
2,CADEL EVANS,SILENCE - LOTTO,,,2008,3559,21,316430,58,time
3,DENIS MENCHOV,RABOBANK,,,2008,3559,21,316502,130,time
4,CHRISTIAN VANDE VELDE,GARMIN CHIPOTLE,,,2008,3559,21,316557,185,time
5,FRANK SCHLECK,TEAM CSC SAXO BANK,,,2008,3559,21,316640,268,time
6,SAMUEL SANCHEZ,EUSKALTEL - EUSKADI,,,2008,3559,21,316757,385,time
7,KIM KIRCHEN,TEAM COLUMBIA,,,2008,3559,21,316787,415,time
8,ALEJANDRO VALVERDE,CAISSE D'EPARGNE,,,2008,3559,21,316804,432,time
9,TADEJ VALJAVEC,AG2R-LA MONDIALE,,,2008,3559,21,316917,545,time
10,VLADIMIR EFIMKIN,AG2R-LA MONDIALE,,,2008,3559,21,316967,595,time
11,ANDY SCHLECK,TEAM CSC SAXO BANK,,,2008,3559,21,317064,692,time
12,ROMAN KREUZIGER,LIQUIGAS,,,2008,3559,21,317151,779,time
13,SANDY CASAR,FRANCAISE DES JEUX,,,2008,3559,21,317535,1163,time
14,AMAEL MOINARD,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,317783,1411,time
15,MIKEL ASTARLOZA,EUSKALTEL - EUSKADI,,,2008,3559,21,317792,1420,time
16,KANSTANTSIN SIUTSOU,TEAM COLUMBIA,,,2008,3559,21,317867,1495,time
17,ALEXANDRE BOTCHAROV,CREDIT AGRICOLE,,,2008,3559,21,318003,1631,time
18,DMITRIY FOFONOV,CREDIT AGRICOLE,,,2008,3559,21,318083,1711,time
19,VINCENZO NIBALI,LIQUIGAS,,,2008,3559,21,318085,1713,time
20,STEPHANE GOUBERT,AG2R-LA MONDIALE,,,2008,3559,21,318282,1910,time
21,LAURENS TEN DAM,RABOBANK,,,2008,3559,21,318351,1979,time
22,MAXIME MONFORT,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,318513,2141,time
23,YAROSLAV POPOVYCH,SILENCE - LOTTO,,,2008,3559,21,318556,2184,time
24,STEFAN SCHUMACHER,GEROLSTEINER,,,2008,3559,21,318612,2240,time
25,SYLVESTER SZMYD,LAMPRE,,,2008,3559,21,319055,2683,time
26,MARZIO BRUSEGHIN,LAMPRE,,,2008,3559,21,319091,2719,time
27,CYRIL DESSEL,AG2R-LA MONDIALE,,,2008,3559,21,319163,2791,time
28,CHRISTIAN KNEES,TEAM MILRAM,,,2008,3559,21,319235,2863,time
29,DAVID ARROYO DURAN,CAISSE D'EPARGNE,,,2008,3559,21,319275,2903,time
30,MARIO AERTS,SILENCE - LOTTO,,,2008,3559,21,319310,2938,time
31,PIERRICK FEDRIGO,BOUYGUES TELECOM,,,2008,3559,21,319391,3019,time
32,MARKUS FOTHEN,GEROLSTEINER,,,2008,3559,21,320036,3664,time
33,KOOS MOERENHOUT,RABOBANK,,,2008,3559,21,320310,3938,time
34,GEORGE HINCAPIE,TEAM COLUMBIA,,,2008,3559,21,320467,4095,time
35,MATTEO CARRARA,QUICK STEP,,,2008,3559,21,320537,4165,time
36,JENS VOIGT,TEAM CSC SAXO BANK,,,2008,3559,21,320687,4315,time
37,JÉRÔME PINEAU,BOUYGUES TELECOM,,,2008,3559,21,320750,4378,time
38,EDUARDO GONZALO RAMIREZ,AGRITUBEL,,,2008,3559,21,321178,4806,time
39,CHRISTOPHE LE MEVEL,CREDIT AGRICOLE,,,2008,3559,21,321196,4824,time
40,THOMAS LÖVKVIST,TEAM COLUMBIA,,,2008,3559,21,321499,5127,time
41,DAVID MONCOUTIE,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,321554,5182,time
42,ERIK ZABEL,TEAM MILRAM,,,2008,3559,21,321572,5200,time
43,MARCO VELO,TEAM MILRAM,,,2008,3559,21,321574,5202,time
44,HAIMAR ZUBELDIA,EUSKALTEL - EUSKADI,,,2008,3559,21,321592,5220,time
45,VOLODYMIR GUSTOV,TEAM CSC SAXO BANK,,,2008,3559,21,321771,5399,time
46,RYDER HESJEDAL,GARMIN CHIPOTLE,,,2008,3559,21,321974,5602,time
47,JOHN-LEE AUGUSTYN,BARLOWORLD,,,2008,3559,21,322153,5781,time
48,PAOLO TIRALONGO,LAMPRE,,,2008,3559,21,322189,5817,time
49,EGOI MARTINEZ,EUSKALTEL - EUSKADI,,,2008,3559,21,322192,5820,time
50,DAVID LOPEZ GARCIA,CAISSE D'EPARGNE,,,2008,3559,21,322349,5977,time
51,AMETS TXURRUKA ANSOLA,EUSKALTEL - EUSKADI,,,2008,3559,21,322491,6119,time
52,LEONARDO DUQUE,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,322636,6264,time
53,JOHANN TSCHOPP,BOUYGUES TELECOM,,,2008,3559,21,322814,6442,time
54,HUBERT DUPONT,AG2R-LA MONDIALE,,,2008,3559,21,322816,6444,time
55,JOSÉ IVAN GUTIERREZ PALACIOS,CAISSE D'EPARGNE,,,2008,3559,21,322879,6507,time
56,KURT-ASLE ARVESEN,TEAM CSC SAXO BANK,,,2008,3559,21,322952,6580,time
57,PETER VELITS,TEAM MILRAM,,,2008,3559,21,322961,6589,time
58,RÉMY DI GREGORIO,FRANCAISE DES JEUX,,,2008,3559,21,322966,6594,time
59,BRAM TANKINK,RABOBANK,,,2008,3559,21,322996,6624,time
60,SYLVAIN CHAVANEL,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,323237,6865,time
61,LUIS LEÓN SANCHEZ,CAISSE D'EPARGNE,,,2008,3559,21,323311,6939,time
62,PIETER WEENING,RABOBANK,,,2008,3559,21,323324,6952,time
63,NICOLAS VOGONDY,AGRITUBEL,,,2008,3559,21,323336,6964,time
64,FABIAN CANCELLARA,TEAM CSC SAXO BANK,,,2008,3559,21,323401,7029,time
65,NICOLAS PORTAL,CAISSE D'EPARGNE,,,2008,3559,21,323468,7096,time
66,FILIPPO POZZATO,LIQUIGAS,,,2008,3559,21,323525,7153,time
67,DAVID MILLAR,GARMIN CHIPOTLE,,,2008,3559,21,323551,7179,time
68,JOOST POSTHUMA,RABOBANK,,,2008,3559,21,323882,7510,time
69,OSCAR FREIRE,RABOBANK,,,2008,3559,21,323918,7546,time
70,MARTIN ELMIGER,AG2R-LA MONDIALE,,,2008,3559,21,323953,7581,time
71,JOSÉ LUIS ARRIETA,AG2R-LA MONDIALE,,,2008,3559,21,324025,7653,time
72,GORKA VERDUGO,EUSKALTEL - EUSKADI,,,2008,3559,21,324075,7703,time
73,YOANN LE BOULANGER,FRANCAISE DES JEUX,,,2008,3559,21,324102,7730,time
74,SEBASTIAN LANG,GEROLSTEINER,,,2008,3559,21,324135,7763,time
75,MURILO ANTONIO FISCHER,LIQUIGAS,,,2008,3559,21,324355,7983,time
76,TRENT LOWE,GARMIN CHIPOTLE,,,2008,3559,21,324393,8021,time
77,JURGEN VAN DE WALLE,QUICK STEP,,,2008,3559,21,324402,8030,time
78,SIMON GERRANS,CREDIT AGRICOLE,,,2008,3559,21,324437,8065,time
79,RÉMI PAURIOL,CREDIT AGRICOLE,,,2008,3559,21,324565,8193,time
80,DAVID LE LAY,AGRITUBEL,,,2008,3559,21,324575,8203,time
81,BENOÎT VAUGRENARD,FRANCAISE DES JEUX,,,2008,3559,21,324745,8373,time
82,DARIO DAVID CIONI,SILENCE - LOTTO,,,2008,3559,21,324821,8449,time
83,CHRIS FROOME,BARLOWORLD,,,2008,3559,21,324925,8553,time
84,GEOFFROY LEQUATRE,AGRITUBEL,,,2008,3559,21,324956,8584,time
85,LAURENT LEFEVRE,BOUYGUES TELECOM,,,2008,3559,21,324968,8596,time
86,JOHAN VAN SUMMEREN,SILENCE - LOTTO,,,2008,3559,21,325196,8824,time
87,GIANPAOLO CHEULA,BARLOWORLD,,,2008,3559,21,325384,9012,time
88,CARLOS BARREDO,QUICK STEP,,,2008,3559,21,325408,9036,time
89,STEF CLEMENT,BOUYGUES TELECOM,,,2008,3559,21,325511,9139,time
90,RUBEN PEREZ MORENO,EUSKALTEL - EUSKADI,,,2008,3559,21,325607,9235,time
91,MARCO MARZANO,LAMPRE,,,2008,3559,21,325620,9248,time
92,RONNY SCHOLZ,GEROLSTEINER,,,2008,3559,21,325624,9252,time
93,ALESSANDRO BALLAN,LAMPRE,,,2008,3559,21,325680,9308,time
94,DANNY PATE,GARMIN CHIPOTLE,,,2008,3559,21,325761,9389,time
95,MATTEO TOSATTO,QUICK STEP,,,2008,3559,21,325859,9487,time
96,THOMAS VOECKLER,BOUYGUES TELECOM,,,2008,3559,21,325865,9493,time
97,SÉBASTIEN ROSSELER,QUICK STEP,,,2008,3559,21,325970,9598,time
98,THOR HUSHOVD,CREDIT AGRICOLE,,,2008,3559,21,326292,9920,time
99,BJÖRN SCHRÖDER,TEAM MILRAM,,,2008,3559,21,326485,10113,time
100,XAVIER FLORENCIO,BOUYGUES TELECOM,,,2008,3559,21,326803,10431,time
101,WILLIAM BONNET,CREDIT AGRICOLE,,,2008,3559,21,326901,10529,time
102,JUAN JOSÉ OROZ UGALDE,EUSKALTEL - EUSKADI,,,2008,3559,21,326944,10572,time
103,INAKI ISASI,EUSKALTEL - EUSKADI,,,2008,3559,21,327036,10664,time
104,MARTIN MÜLLER,TEAM MILRAM,,,2008,3559,21,327083,10711,time
105,GERALD CIOLEK,TEAM COLUMBIA,,,2008,3559,21,327086,10714,time
106,ROBERT HUNTER,BARLOWORLD,,,2008,3559,21,327414,11042,time
107,ADAM JAMES HANSEN,TEAM COLUMBIA,,,2008,3559,21,327464,11092,time
108,STUART O'GRADY,TEAM CSC SAXO BANK,,,2008,3559,21,327638,11266,time
109,JULIAN DEAN,GARMIN CHIPOTLE,,,2008,3559,21,327649,11277,time
110,GERT STEEGMANS,QUICK STEP,,,2008,3559,21,327675,11303,time
111,PHILIPPE GILBERT,FRANCAISE DES JEUX,,,2008,3559,21,327768,11396,time
112,FREDERIK WILLEMS,LIQUIGAS,,,2008,3559,21,327990,11618,time
113,SAMUEL DUMOULIN,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,328049,11677,time
114,ARNAUD COYOT,CAISSE D'EPARGNE,,,2008,3559,21,328125,11753,time
115,ROBERT FÖRSTER,GEROLSTEINER,,,2008,3559,21,328143,11771,time
116,MATTEO BONO,LAMPRE,,,2008,3559,21,328168,11796,time
117,NICKI SORENSEN,TEAM CSC SAXO BANK,,,2008,3559,21,328193,11821,time
118,FLORENT BRARD,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,328237,11865,time
119,MARCUS BURGHARDT,TEAM COLUMBIA,,,2008,3559,21,328400,12028,time
120,JÉRÉMY ROY,FRANCAISE DES JEUX,,,2008,3559,21,328464,12092,time
121,ROBBIE MC EWEN,SILENCE - LOTTO,,,2008,3559,21,328528,12156,time
122,RALF GRABSCH,TEAM MILRAM,,,2008,3559,21,328569,12197,time
123,LEIF HOSTE,SILENCE - LOTTO,,,2008,3559,21,328605,12233,time
124,STEVEN DE JONGH,QUICK STEP,,,2008,3559,21,328620,12248,time
125,HEINRICH HAUSSLER,GEROLSTEINER,,,2008,3559,21,328706,12334,time
126,DANIELE RIGHI,LAMPRE,,,2008,3559,21,328748,12376,time
127,ALIAKSANDR KUSCHYNSKI,LIQUIGAS,,,2008,3559,21,328779,12407,time
128,BRETT DANIEL LANCASTER,TEAM MILRAM,,,2008,3559,21,328821,12449,time
129,MANUEL QUINZIATO,LIQUIGAS,,,2008,3559,21,328855,12483,time
130,SEBASTIAN LANGEVELD,RABOBANK,,,2008,3559,21,328859,12487,time
131,ARNAUD GERARD,FRANCAISE DES JEUX,,,2008,3559,21,328972,12600,time
132,WILLIAM FRISCHKORN,GARMIN CHIPOTLE,,,2008,3559,21,329019,12647,time
133,MARTIJN MAASKANT,GARMIN CHIPOTLE,,,2008,3559,21,329062,12690,time
134,FREDDY BICHOT,AGRITUBEL,,,2008,3559,21,329117,12745,time
135,NIKI TERPSTRA,TEAM MILRAM,,,2008,3559,21,329192,12820,time
136,CHRISTOPHE RIBLON,AG2R-LA MONDIALE,,,2008,3559,21,329296,12924,time
137,JIMMY ENGOULVENT,CREDIT AGRICOLE,,,2008,3559,21,329302,12930,time
138,STÉPHANE AUGE,COFIDIS CREDIT PAR TELEPHONE,,,2008,3559,21,329324,12952,time
139,MASSIMILIANO MORI,LAMPRE,,,2008,3559,21,329414,13042,time
140,VICENTE GARCIA ACOSTA,CAISSE D'EPARGNE,,,2008,3559,21,329560,13188,time
141,MATTHIEU SPRICK,BOUYGUES TELECOM,,,2008,3559,21,330070,13698,time
142,SVEN KRAUSS,GEROLSTEINER,,,2008,3559,21,330287,13915,time
143,BERNHARD EISEL,TEAM COLUMBIA,,,2008,3559,21,330464,14092,time
144,WIM VANSEVENANT,SILENCE - LOTTO,,,2008,3559,21,330517,14145,time
1,ALBERTO CONTADOR,ASTANA,,,2009,3460,21,308915,0,time
2,ANDY SCHLECK,TEAM SAXO BANK,,,2009,3460,21,309166,251,time
3,BRADLEY WIGGINS,GARMIN - SLIPSTREAM,,,2009,3460,21,309276,361,time
4,FRANK SCHLECK,TEAM SAXO BANK,,,2009,3460,21,309279,364,time
5,ANDREAS KLÖDEN,ASTANA,,,2009,3460,21,309317,402,time
6,VINCENZO NIBALI,LIQUIGAS,,,2009,3460,21,309370,455,time
7,CHRISTIAN VANDE VELDE,GARMIN - SLIPSTREAM,,,2009,3460,21,309639,724,time
8,ROMAN KREUZIGER,LIQUIGAS,,,2009,3460,21,309771,856,time
9,CHRISTOPHE LE MEVEL,FRANCAISE DES JEUX,,,2009,3460,21,309780,865,time
10,SANDY CASAR,FRANCAISE DES JEUX,,,2009,3460,21,309954,1039,time
11,VLADIMIR KARPETS,TEAM KATUSHA,,,2009,3460,21,310029,1114,time
